=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 16:42:51 =~=~=~=~=~=~=~=~=~=~=~=

Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
0.24 0.17 0.34 2.37 26.24
0.40 0.24 0.31 2.32 28.88
0.47 0.30 0.27 2.27 28.23
0.46 0.23 0.22 2.20 24.82
0.42 0.19 0.19 2.12 27.10
0.42 0.20 0.17 2.01 32.97
0.32 0.20 0.15 1.92 34.39
0.23 0.25 0.13 1.82 33.92
0.29 0.27 0.10 1.70 31.08
0.34 0.27 0.04 1.59 21.64
0.44 0.23 -0.02 -0.13 71.12
0.20 0.19 -0.07 -0.11 54.72
-0.01 0.15 -0.08 -0.10 47.86
-0.26 0.14 -0.05 -0.19 50.12
-0.28 0.16 -0.01 -0.08 49.80
0.00 0.22 0.02 -0.09 55.94
0.20 0.25 -0.00 -0.09 51.62
0.14 0.24 -0.04 -0.08 40.44
0.02 0.20 -0.06 -0.07 32.54
-0.10 0.15 -0.04 -0.06 32.15
-0.04 0.14 -0.02 -0.07 35.35
0.12 0.18 -0.01 -0.06 36.97
0.21 0.20 -0.02 -0.06 35.54
0.16 0.21 -0.03 -0.06 34.63
0.05 0.19 -0.02 -0.07 36.94
-0.01 0.17 0.02 -0.06 43.24
0.01 0.15 0.04 -0.07 49.07
0.04 0.18 0.06 -0.05 52.13
0.03 0.19 0.06 -0.05 53.37
-0.00 0.18 0.07 -0.05 54.37
-0.05 0.18 0.09 -0.05 56.84
-0.01 0.17 0.11 -0.06 62.43
0.08 0.18 0.12 -0.12 68.94
0.14 0.19 0.13 -0.17 74.41
0.23 0.20 0.13 -0.23 81.47
0.25 0.19 0.14 -0.29 88.50
0.28 0.19 0.15 -0.38 97.42
0.26 0.18 0.15 -0.45 104.33
0.50 0.23 0.14 -0.54 113.48
1.25 0.24 0.09 -0.65 121.66
1.55 0.24 -0.08 -0.86 102.73
1.20 0.29 -0.26 -1.03 73.82
0.74 0.30 -0.42 -1.20 39.02
0.42 0.23 -0.50 -1.36 17.81
0.26 0.14 -0.56 -1.55 1.61
0.22 0.14 -0.63 -1.69 -19.29
0.33 0.22 -0.67 -1.82 -32.68
0.28 0.30 -0.71 -1.95 -44.10
-0.09 0.20 -0.73 -2.07 -59.76
-0.34 0.12 -0.72 -2.17 -68.71
-0.30 -0.00 -0.65 -2.22 -60.64
-0.23 0.01 -0.50 -2.26 -30.64
0.14 0.07 -0.38 -2.30 0.81
0.58 0.18 -0.31 -2.34 25.89
0.50 0.20 -0.26 -2.40 46.89
0.35 0.17 -0.20 -2.45 65.75
0.17 0.16 -0.16 -2.52 77.59
0.14 0.15 -0.15 -2.57 82.51
0.64 0.13 -0.14 -2.64 93.80
0.69 0.15 -0.19 -2.72 91.76
0.74 0.20 -0.33 -2.80 62.96
0.47 0.16 -0.48 -2.89 25.79
0.35 0.16 -0.59 -2.97 -4.00
0.05 0.18 -0.68 -3.05 -33.11
-0.17 0.14 -0.72 -3.11 -54.39
-0.18 0.05 -0.75 -3.13 -73.68
-0.28 0.13 -0.76 -3.14 -89.74
-0.38 0.20 -0.75 -3.13 -100.65
-0.21 0.27 -0.71 -3.10 -101.69
-0.30 0.22 -0.67 -3.05 -103.43
-0.71 0.18 -0.62 -2.98 -107.94
-0.98 0.09 -0.44 -2.86 -82.52
-0.76 0.14 -0.26 -2.72 -49.40
-0.52 0.15 -0.11 -2.59 -20.61
-0.26 0.22 -0.01 -2.47 2.73
-0.24 0.25 0.03 0.13 -75.84
-0.29 0.18 0.06 0.15 -68.69
-0.31 0.12 0.09 0.13 -61.64
-0.21 0.11 0.08 0.25 -67.08
-0.15 0.13 0.05 0.37 -77.44
-0.15 0.16 0.00 0.14 -80.67
-0.26 0.19 -0.03 0.14 -89.08
-0.44 0.19 -0.03 0.13 -92.52
-0.41 0.18 -0.02 0.13 -93.14
-0.19 0.17 -0.03 0.13 -95.62
-0.02 0.18 -0.07 0.15 -102.93
0.06 0.16 -0.12 0.12 -112.10
0.04 0.14 -0.15 0.23 -121.90
0.06 0.16 -0.17 0.36 -128.84
-0.15 0.18 -0.19 0.50 -139.54
-0.60 0.17 -0.17 0.62 -147.15
-1.00 0.12 -0.05 0.76 -131.67
-1.05 0.11 0.09 0.16 -82.93
-1.07 0.18 0.21 0.37 -68.12
-0.68 0.02 0.32 0.55 -47.83
-0.37 -0.10 0.33 0.72 -46.62
-0.50 -0.01 0.33 0.93 -53.11
-0.55 0.17 0.37 1.10 -48.84
-0.43 0.20 0.44 1.31 -34.95
-0.35 0.15 0.49 1.47 -22.63
-0.23 0.09 0.51 1.62 -15.38
-0.01 0.13 0.51 1.75 -11.17
0.14 0.28 0.50 1.89 -7.04
0.20 0.28 0.48 1.99 -4.52
0.23 0.24 0.43 2.09 -7.92
0.23 0.28 0.37 2.16 -17.30
-0.19 0.39 0.33 2.22 -27.40
-0.53 0.35 0.36 2.28 -25.65
-0.53 0.22 0.42 2.37 -15.00
-0.47 0.15 0.44 2.44 -11.92
-0.33 0.19 0.43 2.51 -17.05
-0.10 0.21 0.39 2.57 -24.89
-0.09 0.15 0.34 2.65 -37.08
-0.25 0.10 0.31 2.71 -45.15
-0.45 0.10 0.33 2.77 -46.09
-0.42 0.18 0.35 2.83 -44.55
-0.28 0.24 0.36 2.89 -42.90
-0.05 0.29 0.34 2.95 -44.09
0.07 0.21 0.32 2.99 -45.99
-0.08 0.11 0.31 3.03 -47.09
-0.41 0.02 0.35 3.08 -40.49
-0.30 0.10 0.41 3.12 -25.71
-0.02 0.24 0.45 3.16 -8.96
0.29 0.30 0.47 3.18 4.39
0.41 0.24 0.46 3.17 14.34
0.30 0.10 0.45 3.16 23.16
0.12 -0.03 0.47 3.13 34.11
0.02 0.11 0.46 3.09 38.56
-0.02 0.23 0.45 3.04 38.89
0.16 0.29 0.40 3.00 33.81
0.21 0.07 0.34 2.94 23.83
0.12 -0.03 0.29 2.87 15.49
-0.07 0.05 0.26 2.81 10.42
-0.10 0.16 0.27 2.75 13.30
-0.01 0.27 0.28 2.69 20.35
0.02 0.28 0.29 2.63 25.25
-0.02 0.24 0.30 2.55 32.14
-0.01 0.20 0.33 2.48 42.11
0.45 0.11 0.31 2.40 47.66
0.56 0.16 0.24 2.31 42.68
0.50 0.27 0.19 2.21 38.53
0.45 0.31 0.15 2.08 39.16
0.39 0.29 0.14 1.96 44.22
0.42 0.21 0.12 1.83 48.54
0.45 0.15 0.09 1.68 48.59
0.39 0.19 0.06 1.54 48.52
0.26 0.24 0.05 -0.16 105.65
0.26 0.24 0.05 -0.14 105.78
0.30 0.21 0.05 -0.14 106.17
0.24 0.16 0.05 -0.14 107.46
0.15 0.14 0.08 -0.16 114.02
0.12 0.17 0.11 -0.30 125.13
0.15 0.19 0.14 -0.46 138.70
0.37 0.20 0.16 -0.60 152.03
0.67 0.21 0.14 -0.78 162.31
1.26 0.20 0.05 -0.96 159.54
1.54 0.24 -0.08 -0.20 117.43
1.81 0.27 -0.21 -0.44 109.93
1.35 0.27 -0.39 -0.74 81.81
0.55 0.14 -0.48 -0.99 63.27
0.33 0.11 -0.51 -1.27 56.12
0.45 0.09 -0.56 -1.50 44.58
0.53 0.34 -0.64 -1.76 29.17
0.54 0.04 -0.74 -1.97 2.21
0.33 -0.09 -0.81 -2.16 -18.57
0.04 0.09 -0.82 -2.33 -30.15
0.03 0.29 -0.80 -2.48 -31.84
0.09 0.37 -0.77 -2.64 -27.95
0.03 0.33 -0.73 -2.79 -24.52
0.14 0.17 -0.71 -2.89 -23.47
0.07 0.03 -0.70 -2.98 -26.45
-0.05 0.11 -0.67 -3.05 -27.24
-0.25 0.15 -0.61 -3.12 -20.78
-0.35 0.18 -0.55 -3.15 -16.07
-0.21 0.19 -0.48 -3.17 -6.46
-0.05 0.16 -0.42 -3.18 3.14
0.02 0.14 -0.40 -3.18 6.71
-0.07 0.15 -0.37 -3.18 7.97
-0.11 0.24 -0.35 -3.17 8.63
-0.05 0.24 -0.33 -3.15 9.53
-0.04 0.17 -0.31 -3.13 10.74
-0.12 0.12 -0.30 -3.09 7.60
-0.15 0.12 -0.30 -3.05 2.01
-0.14 0.17 -0.30 -3.01 -4.32
-0.14 0.25 -0.31 -2.95 -12.25
-0.17 0.29 -0.32 -2.89 -21.07
-0.25 0.29 -0.32 -2.82 -29.39
-0.30 0.22 -0.31 -2.74 -34.99
-0.40 0.18 -0.28 -2.66 -36.78
-0.43 0.14 -0.23 -2.56 -34.82
-0.48 0.17 -0.17 -2.46 -28.19
-0.47 0.19 -0.12 -2.32 -23.70
-0.48 0.18 -0.07 -2.17 -19.81
-0.04 0.18 -0.04 0.12 -88.63
0.20 0.16 -0.07 0.11 -90.06
0.14 0.14 -0.10 0.10 -95.21
-0.21 0.16 -0.11 0.22 -103.63
-0.39 0.17 -0.08 0.33 -101.82
-0.44 0.18 -0.03 0.11 -84.00
-0.18 0.16 0.03 0.11 -69.34
-0.11 0.15 0.05 0.15 -62.19
-0.09 0.17 0.07 0.11 -52.69
0.01 0.16 0.07 0.10 -47.86
0.04 0.16 0.04 0.09 -50.18
0.01 0.15 0.01 0.09 -56.21
-0.12 0.16 -0.04 0.10 -68.94
-0.37 0.18 -0.05 0.09 -76.06
-0.48 0.16 -0.04 0.10 -79.86
-0.32 0.17 -0.05 0.13 -84.93
-0.18 0.19 -0.08 0.11 -93.34
-0.17 0.19 -0.12 0.23 -109.02
-0.22 0.18 -0.14 0.34 -120.38
-0.36 0.14 -0.14 0.46 -128.09
-0.63 0.14 -0.11 0.61 -130.86
-0.80 0.14 -0.03 0.75 -125.64
-0.83 0.17 0.08 0.15 -82.71
-0.80 0.17 0.24 0.35 -52.63
-0.69 0.18 0.37 0.52 -23.21
-0.32 0.22 0.44 0.71 -6.39
-0.16 0.21 0.46 0.85 0.31
-0.20 0.19 0.46 0.99 1.38
-0.27 0.18 0.46 1.12 0.75
-0.32 0.14 0.46 1.25 -0.37
-0.13 0.16 0.45 1.36 -0.59
-0.01 0.17 0.41 1.51 -7.52
-0.07 0.20 0.37 1.60 -17.63
-0.13 0.21 0.32 1.69 -29.57
-0.29 0.21 0.30 1.78 -37.33
-0.41 0.16 0.29 1.87 -42.24
-0.22 0.16 0.30 1.97 -42.30
-0.15 0.15 0.29 2.05 -44.13
-0.08 0.17 0.29 2.12 -44.18
-0.02 0.17 0.29 2.20 -40.52
-0.06 0.18 0.30 2.27 -36.33
-0.08 0.15 0.32 2.32 -28.32
-0.11 0.14 0.35 2.37 -18.25
-0.18 0.17 0.39 2.42 -8.03
-0.09 0.18 0.42 2.45 4.16
0.14 0.19 0.43 2.48 14.13
0.20 0.20 0.41 2.50 16.61
0.14 0.20 0.38 2.50 14.35
0.14 0.19 0.36 2.49 14.79
0.17 0.19 0.34 2.47 16.23
0.19 0.18 0.32 2.44 17.39
0.27 0.18 0.30 2.41 19.24
0.25 0.20 0.27 2.36 19.52
0.29 0.16 0.24 2.31 19.52
0.26 0.17 0.22 2.24 21.19
0.26 0.19 0.21 2.15 24.22
0.31 0.20 0.18 2.08 25.24
0.40 0.18 0.15 1.99 25.35
0.45 0.17 0.12 1.90 25.03
0.35 0.18 0.08 1.78 21.69
0.27 0.18 0.05 -0.10 80.86
0.24 0.19 0.02 -0.10 74.66
0.23 0.19 -0.01 -0.10 68.43
0.22 0.19 -0.02 -0.12 66.11
0.25 0.18 -0.03 -0.13 64.29
0.25 0.18 -0.03 -0.11 62.09
0.23 0.18 -0.03 -0.11 62.16
0.19 0.18 -0.03 -0.10 62.55
0.18 0.18 -0.03 -0.10 62.88
0.16 0.18 -0.02 -0.10 63.30
0.17 0.20 -0.02 -0.12 64.09
0.16 0.19 -0.02 -0.12 63.95
0.15 0.21 -0.01 -0.10 63.49
0.16 0.20 -0.01 -0.10 64.26
0.18 0.20 -0.00 -0.12 65.75
0.21 0.19 0.00 -0.10 66.41
0.21 0.19 0.00 -0.10 67.60
0.20 0.20 0.01 -0.10 68.52
0.20 0.19 0.01 -0.10 69.56
0.20 0.19 0.01 -0.12 71.15
0.20 0.18 0.02 -0.12 72.17
0.19 0.18 0.02 -0.10 72.72
0.20 0.20 0.02 -0.10 73.92
0.20 0.19 0.03 -0.10 74.92
0.19 0.20 0.03 -0.10 75.47
0.20 0.20 0.03 -0.12 77.17
0.23 0.19 0.03 -0.10 77.56
0.25 0.19 0.03 -0.13 80.06
0.25 0.19 0.03 -0.11 80.75
0.26 0.17 0.04 -0.11 82.36
0.27 0.17 0.04 -0.13 84.80
0.27 0.17 0.04 -0.11 85.78
0.28 0.18 0.04 -0.11 87.34
0.30 0.18 0.04 -0.12 89.19
0.29 0.17 0.04 -0.12 90.35
0.30 0.16 0.04 -0.17 93.54
0.32 0.17 0.04 -0.12 93.46
0.31 0.17 0.03 -0.13 94.41
0.30 0.18 0.03 -0.13 95.36
0.31 0.18 0.03 -0.13 96.43
0.32 0.18 0.03 -0.16 98.35
0.34 0.18 0.03 -0.13 98.71
0.32 0.18 0.03 -0.14 99.59
0.30 0.18 0.02 -0.17 100.69
0.31 0.18 0.02 -0.14 100.03
0.32 0.18 0.02 -0.17 101.31
0.33 0.18 0.02 -0.14 101.09
0.33 0.18 0.02 -0.14 101.66
0.34 0.15 0.02 -0.15 102.56
0.33 0.16 0.01 -0.18 104.21
0.32 0.18 0.01 -0.15 103.35
0.33 0.18 0.01 -0.18 104.62
0.33 0.18 0.01 -0.15 103.92
0.33 0.18 0.01 -0.18 105.23
0.34 0.19 0.01 -0.15 104.42
0.35 0.19 0.00 -0.15 104.91
0.34 0.19 0.00 -0.15 104.99
0.34 0.19 0.00 -0.16 105.46
0.34 0.19 -0.00 -0.19 106.78
0.33 0.19 -0.00 -0.19 106.72
0.33 0.19 -0.00 -0.16 105.53
0.33 0.18 -0.00 -0.16 105.64
0.33 0.18 -0.01 -0.19 106.61
0.32 0.19 -0.01 -0.16 105.74
0.31 0.18 -0.01 -0.16 105.42
0.31 0.18 -0.01 -0.16 104.91
0.32 0.19 -0.01 -0.19 105.82
0.31 0.19 -0.01 -0.19 105.59
0.31 0.18 -0.01 -0.16 104.47
0.30 0.18 -0.01 -0.16 103.91
0.30 0.18 -0.01 -0.19 104.59
0.30 0.18 -0.01 -0.16 103.07
0.29 0.18 -0.01 -0.16 102.51
0.28 0.17 -0.01 -0.16 102.10
0.29 0.18 -0.01 -0.19 102.85
0.27 0.18 -0.01 -0.18 102.25
0.26 0.16 -0.01 -0.15 100.43
0.25 0.16 -0.01 -0.15 99.57
0.27 0.18 -0.01 -0.18 100.02
0.28 0.20 -0.01 -0.15 98.84
0.28 0.18 -0.01 -0.15 98.73
0.28 0.18 -0.01 -0.15 98.19
0.29 0.18 -0.01 -0.15 98.43
0.28 0.17 -0.01 -0.21 100.20
0.27 0.19 -0.01 -0.15 98.00
0.29 0.18 -0.01 -0.15 98.22
0.30 0.19 -0.01 -0.15 98.44
0.28 0.19 -0.01 -0.15 98.28
0.28 0.19 -0.00 -0.18 99.40
0.27 0.17 -0.00 -0.15 98.24
0.26 0.18 -0.00 -0.15 97.91
0.27 0.19 -0.00 -0.18 98.58
0.26 0.20 -0.00 -0.15 97.43
0.27 0.18 -0.00 -0.17 98.40
0.26 0.18 -0.00 -0.14 96.87
0.29 0.20 -0.00 -0.14 97.44
0.37 0.22 -0.00 -0.15 98.15
0.44 0.19 -0.01 -0.15 98.64
0.50 0.15 -0.02 -0.19 99.68
0.54 0.11 -0.04 -0.19 99.28
0.52 0.17 -0.05 -0.16 98.30
0.60 0.24 -0.06 -0.17 99.58
0.76 0.26 -0.08 -0.18 100.24
0.99 0.22 -0.12 -0.41 105.81
1.24 0.15 -0.18 -0.63 111.32
1.79 0.16 -0.25 -0.87 118.14
2.38 0.24 -0.35 -1.16 128.34
2.92 0.31 -0.50 -1.63 136.88
3.82 0.41 -0.75 -2.03 125.09
4.60 0.37 -1.06 -2.51 106.25
4.79 0.10 -1.48 -3.16 58.73
4.73 -0.01 -1.85 -3.77 16.93
3.18 0.02 -2.16 -4.39 -31.53
1.22 0.58 -2.31 -4.97 -74.43
0.39 0.59 -2.33 -5.50 -96.79
-0.08 0.25 -2.32 -6.16 -111.38
-0.16 0.01 -2.28 -6.56 -128.20
-0.40 -0.02 -2.25 -6.90 -151.88
-0.68 0.04 -2.22 -7.16 -176.63
-0.78 0.20 -2.17 -7.40 -199.82
-1.42 0.21 -2.09 -7.52 -225.72
-2.26 0.16 -1.93 -7.55 -238.71
-2.88 -0.04 -1.67 -7.45 -234.03
-2.80 -0.24 -1.32 -7.30 -200.76
-2.46 0.00 -1.09 -7.07 -189.86
-1.65 0.33 -0.90 -6.75 -178.67
-1.79 0.70 -0.78 -6.44 -184.68
-2.04 0.62 -0.58 -6.09 -167.77
-2.05 0.29 -0.27 -5.70 -122.22
-1.66 0.11 -0.07 -5.20 -102.89
-1.35 0.31 0.06 -4.69 -93.41
-0.85 -0.07 0.09 -4.26 -99.36
-1.11 -0.59 0.09 -3.83 -118.33
-1.44 -0.16 0.15 -3.30 -127.65
-1.87 0.14 0.17 -2.83 -152.02
-1.48 0.41 0.14 -2.36 -183.70
-1.75 0.47 0.12 -1.87 -216.55
-1.34 0.69 0.17 -1.27 -229.65
-1.98 0.07 0.31 -0.64 -225.95
-2.48 0.08 0.49 -0.09 -216.06
-1.62 0.38 0.69 0.57 -187.44
-0.90 0.21 0.81 1.11 -163.53
-1.28 -0.64 0.91 1.64 -149.98
-1.92 -0.92 1.00 2.17 -146.13
-2.07 0.55 1.13 2.81 -136.36
-1.52 0.29 1.26 3.33 -112.60
-1.26 -0.04 1.37 3.95 -98.12
-1.27 0.01 1.46 4.55 -85.59
-1.09 -0.00 1.57 5.03 -58.77
-1.06 -0.47 1.59 5.48 -53.43
-0.20 0.34 1.57 5.89 -47.39
-0.43 1.07 1.53 6.27 -48.75
-0.42 0.06 1.52 6.69 -45.47
-0.59 -0.39 1.59 7.01 -23.00
-0.26 0.04 1.65 7.35 4.24
0.03 -0.46 1.66 7.60 24.98
-0.49 -0.39 1.57 7.82 9.05
0.06 0.69 1.47 8.04 -3.48
-0.76 0.75 1.37 8.22 -28.38
-0.77 0.18 1.36 8.38 -32.81
-1.20 0.50 1.46 8.55 -14.63
-0.31 -0.01 1.50 8.73 6.16
0.55 -0.37 1.46 8.85 17.85
0.56 -0.22 1.36 8.92 14.59
0.21 1.22 1.29 8.95 13.22
-0.62 0.29 1.31 8.98 22.66
-0.81 0.31 1.45 9.01 59.21
0.11 0.31 1.48 9.01 84.64
0.91 0.33 1.39 8.97 91.66
1.54 -0.61 1.31 8.87 107.43
0.20 -0.44 1.23 8.70 102.84
0.31 0.06 1.13 8.56 94.22
1.17 0.18 1.06 8.38 107.48
0.12 0.85 0.97 8.20 95.47
0.46 0.41 0.80 7.95 68.35
0.16 0.08 0.67 7.74 41.44
0.28 0.44 0.55 7.53 22.67
0.00 0.25 0.49 7.32 10.79
0.26 -0.30 0.42 7.07 1.75
0.03 -0.67 0.37 6.81 -4.69
0.20 -0.37 0.35 6.61 -3.07
0.08 0.29 0.34 6.40 0.32
0.56 0.23 0.33 6.19 10.55
0.29 0.31 0.33 5.97 19.92
-0.28 0.83 0.39 5.77 33.23
-0.17 0.66 0.49 5.53 63.97
-0.01 0.25 0.58 5.29 96.71
0.38 0.05 0.64 5.09 127.96
0.57 0.01 0.69 4.87 156.19
0.94 0.16 0.72 4.57 190.92
1.49 0.50 0.68 4.29 213.95
1.87 0.35 0.47 3.97 193.70
1.81 0.13 0.22 3.62 158.61
1.50 0.09 -0.03 3.17 118.21
1.24 -0.07 -0.31 2.72 64.56
0.85 -0.12 -0.48 2.34 27.49
0.50 -0.03 -0.57 1.98 6.87
0.40 0.20 -0.60 1.58 1.31
0.28 0.28 -0.59 1.25 3.22
0.37 0.28 -0.55 0.95 14.60
0.69 0.19 -0.53 0.65 27.64
0.73 0.15 -0.52 0.35 37.80
0.55 0.19 -0.49 0.01 52.18
0.37 0.21 -0.41 -0.33 76.69
0.42 0.21 -0.35 -0.59 97.90
0.49 0.21 -0.31 -0.86 114.19
0.52 0.17 -0.30 -1.11 122.88
0.61 0.11 -0.32 -1.42 127.57
0.59 0.17 -0.36 -1.67 122.10
0.49 0.10 -0.44 -1.91 105.21
0.60 0.02 -0.51 -2.20 92.71
0.71 0.10 -0.59 -2.49 78.38
0.62 0.19 -0.66 -2.72 63.43
0.51 0.19 -0.71 -2.94 53.21
0.61 0.22 -0.73 -3.15 50.28
0.58 0.24 -0.75 -3.36 46.23
0.39 0.26 -0.77 -3.59 42.21
0.23 0.11 -0.76 -3.77 40.86
0.20 0.17 -0.74 -3.96 43.86
0.16 0.52 -0.72 -4.11 43.51
0.01 0.53 -0.70 -4.26 41.77
-0.18 0.31 -0.68 -4.37 38.35
-0.29 0.27 -0.62 -4.46 43.57
0.07 0.39 -0.58 -4.53 50.04
0.16 0.14 -0.58 -4.60 44.55
0.28 0.04 -0.62 -4.67 34.38
0.42 0.14 -0.63 -4.73 32.83
0.26 0.10 -0.61 -4.79 34.76
-0.13 0.03 -0.58 -4.82 34.66
0.01 -0.17 -0.54 -4.85 40.20
0.24 -0.15 -0.52 -4.88 46.28
0.24 0.41 -0.47 -4.90 57.95
0.46 0.21 -0.46 -4.92 63.91
0.54 -0.11 -0.49 -4.95 58.76
0.24 -0.04 -0.51 -4.99 53.49
0.08 0.18 -0.53 -5.00 44.47
0.15 0.16 -0.57 -5.02 29.89
0.15 0.22 -0.63 -5.02 7.77
-0.45 0.36 -0.63 -5.00 -4.03
-0.53 0.29 -0.58 -4.96 -6.26
-0.52 0.40 -0.50 -4.90 -1.35
-0.47 0.81 -0.44 -4.83 2.35
-0.59 0.50 -0.39 -4.72 0.70
-0.05 0.11 -0.39 -4.63 -2.18
0.21 0.12 -0.43 -4.52 -14.99
0.44 0.11 -0.48 -4.44 -26.56
0.03 -0.04 -0.52 -4.35 -43.40
-0.25 0.34 -0.50 -4.26 -46.08
-0.54 0.36 -0.44 -4.14 -44.15
-0.69 0.15 -0.36 -3.99 -40.67
-0.59 -0.02 -0.25 -3.82 -25.39
-0.35 -0.05 -0.17 -3.67 -11.03
0.05 0.00 -0.09 -3.53 10.11
0.19 0.15 -0.05 -3.38 22.34
0.29 0.31 -0.04 0.11 -87.52
0.06 0.29 -0.03 0.11 -81.01
-0.07 0.06 -0.01 0.10 -73.53
-0.20 -0.06 0.02 0.10 -64.86
-0.01 0.03 0.05 0.14 -55.08
-0.23 0.20 0.07 0.10 -46.51
-0.29 0.18 0.05 0.10 -52.99
-0.88 0.27 0.04 0.12 -66.57
-0.91 0.39 0.06 0.13 -72.22
-0.66 0.46 0.10 0.17 -69.60
-0.51 0.36 0.14 0.31 -65.77
-0.15 0.22 0.21 0.45 -48.07
0.26 0.16 0.20 0.60 -43.35
0.74 0.14 0.15 0.69 -43.04
0.72 0.19 0.08 0.78 -49.86
0.09 0.25 0.06 0.06 -26.81
-0.46 0.29 0.13 0.07 -12.41
-0.37 0.21 0.28 0.14 24.20
0.16 0.13 0.37 0.20 55.97
0.54 0.13 0.38 0.24 71.03
0.64 0.14 0.31 0.26 66.33
0.44 0.20 0.25 0.25 60.76
0.20 0.26 0.22 0.24 59.31
0.09 0.24 0.21 0.22 60.00
0.19 0.18 0.20 0.20 61.11
0.43 0.13 0.16 0.16 61.03
0.69 0.18 0.10 0.10 56.31
0.64 0.18 -0.01 0.04 39.83
0.36 0.21 -0.11 -0.09 19.60
0.00 0.23 -0.18 -0.15 -0.93
-0.09 0.19 -0.20 -0.22 -10.04
-0.13 0.19 -0.20 -0.27 -15.42
-0.20 0.27 -0.18 -0.30 -14.03
-0.25 0.17 -0.14 -0.33 -8.89
-0.16 0.15 -0.09 -0.35 0.68
0.05 0.12 -0.06 -0.02 -3.35
0.15 0.15 -0.06 -0.03 -1.28
0.18 0.19 -0.06 -0.02 -1.27
0.08 0.24 -0.06 -0.02 -1.17
-0.01 0.22 -0.05 -0.02 1.08
-0.06 0.17 -0.03 -0.02 3.31
-0.08 0.16 -0.02 -0.02 4.51
-0.15 0.18 -0.01 -0.01 4.08
-0.16 0.22 0.01 -0.01 5.27
-0.17 0.23 0.02 -0.00 5.88
-0.18 0.23 0.03 0.00 6.89
-0.16 0.20 0.05 0.01 10.05
-0.09 0.20 0.07 0.01 13.19
-0.04 0.20 0.07 0.01 15.16
-0.05 0.20 0.07 0.01 15.29
-0.10 0.22 0.08 0.01 15.81
-0.09 0.20 0.08 0.01 16.30
-0.15 0.20 0.09 0.01 16.48
-0.16 0.19 0.10 0.01 17.87
-0.14 0.19 0.10 0.01 18.99
-0.12 0.20 0.11 0.03 19.62
-0.06 0.20 0.11 0.04 20.88
0.01 0.20 0.11 0.05 21.74
0.04 0.21 0.11 0.06 21.93
0.05 0.21 0.10 0.06 22.00
0.01 0.20 0.10 0.07 22.26
-0.05 0.21 0.10 0.00 24.86
-0.10 0.23 0.10 0.00 25.47
-0.11 0.23 0.11 0.01 26.35
-0.10 0.21 0.11 0.01 27.31
-0.06 0.20 0.12 0.01 28.61
-0.05 0.20 0.12 0.02 29.63
-0.21 0.20 0.12 0.02 28.92
-0.44 0.21 0.14 0.04 26.78
-0.84 0.17 0.17 0.08 23.01
-1.29 0.14 0.22 0.14 16.81
-1.77 0.12 0.29 0.24 9.31
-2.28 0.10 0.41 0.38 5.33
-2.63 0.10 0.52 0.57 -2.69
-2.83 0.10 0.65 0.82 -9.24
-2.90 0.11 0.81 1.17 -8.41
-2.88 0.10 0.95 1.57 -12.90
-2.74 0.08 1.08 1.94 -11.82
-2.44 0.11 1.24 2.33 1.11
-2.09 0.12 1.36 2.74 11.17
-1.67 0.18 1.47 3.23 23.15
-1.14 0.23 1.58 3.62 49.85
-0.52 0.17 1.66 3.98 78.78
0.09 0.17 1.70 4.29 109.73
0.76 0.28 1.72 4.64 142.40
1.17 0.40 1.70 4.82 175.64
1.50 0.40 1.65 4.92 206.23
1.94 0.29 1.55 4.95 226.55
2.03 0.05 1.40 4.90 236.76
2.18 0.08 1.18 4.78 226.14
2.05 0.04 0.98 4.61 215.57
2.10 0.22 0.76 4.37 202.11
1.84 0.05 0.51 3.99 175.46
1.89 0.13 0.32 3.67 160.49
2.02 0.33 0.07 3.32 127.57
1.65 0.53 -0.09 2.94 112.85
1.46 -0.05 -0.22 2.47 105.12
1.07 0.00 -0.25 2.08 113.96
0.85 0.68 -0.25 1.68 125.83
1.22 1.02 -0.23 1.28 148.71
1.96 -0.22 -0.33 0.70 153.84
1.68 0.03 -0.45 0.26 149.02
1.32 -0.16 -0.59 -0.18 129.02
1.36 0.14 -0.67 -0.71 127.27
0.90 0.50 -0.72 -1.15 123.67
0.21 0.15 -0.76 -1.55 108.98
0.62 0.54 -0.79 -1.94 103.76
1.24 0.93 -0.79 -2.41 119.04
0.80 0.07 -0.78 -2.86 128.40
1.43 -0.19 -0.86 -3.23 124.04
1.42 0.36 -1.01 -3.62 100.04
1.19 -0.26 -1.10 -4.07 86.85
0.62 -0.16 -1.14 -4.43 75.91
-0.01 -0.28 -1.16 -4.75 57.42
0.80 0.21 -1.14 -5.05 64.80
1.41 0.34 -1.19 -5.42 63.09
1.45 0.20 -1.21 -5.79 70.76
0.80 0.54 -1.24 -6.08 64.49
0.59 0.33 -1.26 -6.35 56.20
0.11 -0.19 -1.27 -6.60 41.53
-0.23 0.49 -1.27 -6.84 25.96
-0.38 0.58 -1.24 -7.00 16.74
0.32 -0.74 -1.22 -7.15 12.22
1.06 0.06 -1.23 -7.29 17.27
1.19 0.17 -1.31 -7.50 3.91
-0.15 0.16 -1.33 -7.62 -17.66
-0.04 0.11 -1.30 -7.71 -23.43
0.14 1.07 -1.24 -7.78 -17.09
