=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.21 16:21:41 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.59 0.10 -0.83 -6.11 63
-0.47 0.13 -0.78 -6.01 63
-0.25 0.10 -0.75 -5.90 69
-0.08 0.05 -0.75 -5.77 79
-0.08 0.01 -0.76 -5.64 91
-0.41 -0.03 -0.75 -5.50 102
-0.57 -0.02 -0.71 -5.34 109
-0.46 -0.03 -0.67 -5.16 111
-0.62 -0.05 -0.63 -4.97 117
-0.41 -0.01 -0.56 -4.73 113
-0.48 -0.05 -0.44 -4.53 94
-0.47 -0.15 -0.30 -4.31 66
-0.59 -0.11 -0.17 -4.09 42
-0.89 -0.07 -0.08 -3.86 34
-1.19 -0.08 -0.01 -3.62 35
-1.10 -0.10 0.03 0.21 165
-0.94 -0.10 0.04 0.27 169
-0.72 -0.10 0.02 0.33 179
-0.61 -0.05 -0.01 0.27 188
-0.55 -0.03 -0.04 0.27 193
-0.45 -0.08 -0.05 0.27 197
-0.60 -0.10 -0.07 0.54 212
-0.61 -0.17 -0.07 0.82 223
-0.99 -0.14 -0.06 1.10 238
-2.14 0.06 0.04 1.43 243
-2.37 0.13 0.28 1.85 217
-2.07 -0.10 0.51 2.23 182
-1.94 -0.07 0.71 2.62 152
-1.95 -0.05 0.97 3.02 102
-2.23 -0.01 1.24 3.44 50
-0.85 -0.12 1.46 3.83 9
-0.43 -0.31 1.57 4.19 48
0.21 -0.06 1.62 4.50 79
0.14 0.13 1.63 4.71 104
0.25 -0.14 1.63 4.98 124
0.40 0.06 1.59 5.16 136
1.06 -0.31 1.45 5.28 129
0.66 -0.21 1.27 5.36 105
0.93 0.14 1.09 5.39 83
0.58 0.03 0.91 5.40 53
0.29 -0.02 0.75 5.38 23
0.14 -0.08 0.59 5.36 12
0.17 -0.42 0.44 5.31 45
0.05 -0.51 0.34 5.27 68
-0.04 -0.29 0.30 5.23 75
0.03 0.00 0.31 5.19 70
-0.17 0.16 0.34 5.14 60
-0.27 0.01 0.39 5.10 47
-0.20 -0.10 0.44 5.07 32
-0.20 -0.09 0.50 5.03 14
-0.07 -0.24 0.56 4.98 7
-0.10 -0.29 0.64 4.92 33
-0.06 -0.07 0.71 4.86 60
0.19 0.23 0.78 4.78 89
0.60 0.22 0.81 4.69 116
0.98 0.04 0.80 4.56 139
1.20 -0.15 0.76 4.40 153
1.21 -0.26 0.64 4.20 148
1.21 -0.35 0.46 3.99 124
1.28 -0.32 0.25 3.70 91
1.20 -0.13 0.04 3.44 53
0.71 -0.10 -0.10 -0.26 147
0.52 -0.12 -0.17 -0.52 137
0.58 -0.11 -0.22 -0.72 127
0.66 -0.10 -0.26 -0.97 124
1.33 0.01 -0.31 -1.24 131
1.74 -0.04 -0.44 -1.52 117
1.72 -0.19 -0.63 -1.82 86
1.68 -0.23 -0.81 -2.20 60
1.30 -0.11 -0.93 -2.51 39
0.88 -0.10 -0.99 -2.82 25
0.57 -0.09 -1.03 -3.10 14
0.34 0.14 -1.05 -3.37 2
0.31 -0.01 -1.07 -3.61 6
0.34 -0.34 -1.08 -3.83 16
0.36 -0.33 -1.09 -4.03 23
0.39 -0.18 -1.08 -4.25 25
0.18 0.00 -1.06 -4.41 28
-0.08 0.08 -1.01 -4.55 26
-0.28 0.04 -0.93 -4.64 20
-0.43 0.05 -0.84 -4.72 10
-0.45 -0.02 -0.74 -4.77 0
-0.13 0.05 -0.68 -4.81 7
-0.06 0.05 -0.66 -4.83 5
-0.00 -0.01 -0.64 -4.84 3
-0.03 -0.06 -0.62 -4.84 2
0.27 0.01 -0.61 -4.84 3
0.60 0.08 -0.63 -4.84 0
0.86 -0.03 -0.70 -4.85 10
0.82 -0.09 -0.78 -4.87 28
0.43 -0.08 -0.84 -4.88 46
0.09 -0.12 -0.82 -4.89 49
-0.23 -0.07 -0.78 -4.87 49
-0.22 -0.07 -0.72 -4.83 43
-0.20 -0.15 -0.65 -4.79 35
-0.24 -0.17 -0.59 -4.73 28
-0.16 -0.13 -0.53 -4.67 21
-0.18 -0.08 -0.48 -4.59 15
-0.20 -0.06 -0.43 -4.51 11
-0.16 -0.05 -0.40 -4.43 9
-0.12 -0.07 -0.39 -4.33 11
-0.12 -0.06 -0.39 -4.22 19
-0.14 -0.08 -0.40 -4.11 28
-0.18 -0.08 -0.40 -4.01 36
-0.26 -0.08 -0.40 -3.92 43
-0.32 -0.06 -0.39 -3.79 50
-0.33 -0.08 -0.38 -3.66 56
-0.36 -0.07 -0.37 -3.53 63
-0.36 -0.06 -0.36 -3.38 71
-0.40 -0.06 -0.35 -3.23 80
-0.71 -0.08 -0.32 -3.03 86
-0.76 -0.05 -0.25 -2.85 83
-0.72 -0.06 -0.18 -2.66 79
-0.57 -0.12 -0.14 -2.46 77
-0.68 -0.17 -0.08 -2.25 75
-0.69 -0.14 -0.02 -2.04 69
-0.71 -0.13 0.06 0.22 129
-0.59 -0.11 0.13 0.43 118
-0.27 -0.10 0.17 0.69 112
-0.53 -0.07 0.18 0.86 116
-0.88 -0.04 0.23 1.07 113
-1.02 -0.06 0.33 1.30 99
-1.03 -0.10 0.44 1.53 83
-0.84 -0.05 0.54 1.76 63
-0.81 0.09 0.62 1.99 47
-0.87 0.19 0.71 2.22 32
-0.92 0.13 0.81 2.44 9
-0.78 0.13 0.91 2.70 11
-0.30 0.01 0.96 2.90 30
0.19 -0.23 0.97 3.07 45
-0.03 -0.35 0.93 3.19 45
-0.61 -0.40 0.92 3.33 43
-0.42 -0.37 0.92 3.46 46
-0.02 -0.25 0.87 3.56 40
0.12 0.00 0.78 3.65 25
-0.02 0.11 0.69 3.74 9
0.03 0.02 0.65 3.80 4
0.01 -0.12 0.62 3.84 4
0.20 -0.18 0.59 3.87 6
0.41 -0.10 0.56 3.88 9
0.43 -0.10 0.52 3.87 10
0.26 -0.15 0.49 3.85 12
0.10 -0.10 0.50 3.82 22
0.00 -0.02 0.53 3.78 36
0.03 0.02 0.56 3.72 50
0.41 0.03 0.57 3.66 64
0.61 -0.03 0.54 3.58 72
0.75 -0.13 0.49 3.48 75
0.80 -0.14 0.43 3.35 78
0.80 -0.10 0.37 3.21 79
0.83 -0.07 0.30 3.05 76
0.86 -0.04 0.22 2.91 70
0.73 -0.03 0.14 2.68 63
0.66 -0.06 0.08 2.49 57
0.62 -0.10 0.04 2.29 57
0.60 -0.12 0.02 -0.20 142
0.63 -0.09 0.00 -0.21 142
0.53 -0.05 -0.02 -0.21 138
0.67 -0.06 -0.03 -0.22 138
0.83 -0.08 -0.05 -0.22 136
0.72 -0.11 -0.07 -0.23 134
0.63 -0.10 -0.06 -0.51 148
0.54 -0.04 -0.04 -0.74 163
0.87 -0.02 -0.01 -0.24 160
1.34 0.03 -0.04 -0.26 164
1.49 -0.04 -0.16 -0.28 145
1.15 -0.11 -0.28 -0.57 128
0.65 -0.14 -0.34 -0.85 119
0.56 -0.10 -0.32 -1.07 129
0.81 0.01 -0.31 -1.41 145
1.45 0.06 -0.38 -1.70 144
1.69 -0.05 -0.54 -2.01 122
1.72 -0.01 -0.72 -2.34 95
1.50 0.07 -0.88 -2.67 67
1.40 -0.23 -1.04 -3.00 36
1.08 -0.42 -1.18 -3.32 2
0.58 -0.21 -1.28 -3.62 27
0.53 -0.05 -1.32 -3.89 42
0.58 -0.12 -1.32 -4.20 47
0.40 0.08 -1.32 -4.43 52
0.02 -0.01 -1.27 -4.63 51
-0.10 -0.17 -1.19 -4.80 43
-0.16 -0.00 -1.10 -4.94 34
-0.10 0.34 -1.02 -5.05 25
-0.15 0.14 -0.95 -5.13 19
0.07 -0.12 -0.89 -5.20 11
0.64 -0.17 -0.90 -5.28 13
0.59 -0.19 -0.96 -5.35 28
0.51 -0.10 -0.99 -5.41 40
0.09 -0.06 -1.00 -5.45 52
-0.08 -0.08 -0.97 -5.48 55
-0.05 -0.06 -0.92 -5.48 51
-0.05 -0.05 -0.86 -5.48 45
-0.01 -0.05 -0.81 -5.46 40
-0.14 -0.02 -0.76 -5.42 38
-0.18 -0.09 -0.72 -5.36 37
-0.47 -0.13 -0.65 -5.30 32
-0.60 -0.10 -0.59 -5.21 33
-0.51 -0.10 -0.54 -5.10 33
-0.40 -0.07 -0.52 -4.99 39
-0.26 -0.06 -0.51 -4.89 47
-0.25 -0.06 -0.52 -4.76 59
-0.38 -0.08 -0.52 -4.61 71
-0.51 -0.09 -0.51 -4.43 83
-0.50 -0.10 -0.49 -4.26 91
-0.75 -0.08 -0.47 -4.07 102
-0.79 -0.07 -0.42 -3.87 105
-0.66 -0.04 -0.37 -3.66 106
-0.91 -0.14 -0.30 -3.43 107
-0.96 -0.12 -0.21 -3.19 101
-0.99 -0.12 -0.11 -2.94 91
-0.96 -0.14 0.01 -2.62 75
-0.85 -0.13 0.11 0.27 152
-0.67 -0.12 0.18 0.54 142
-0.47 -0.05 0.23 0.80 135
-0.69 -0.12 0.25 1.07 139
-1.32 -0.18 0.32 1.34 136
-1.65 -0.23 0.44 1.64 125
-1.47 -0.22 0.55 1.94 114
-1.04 -0.24 0.60 2.24 109
-1.50 -0.17 0.69 2.62 104
-1.44 0.29 0.85 2.94 75
-1.15 0.24 1.01 3.19 38
-0.91 0.13 1.17 3.49 0
-0.50 -0.26 1.29 3.76 38
-0.31 -0.18 1.34 4.01 60
-0.58 -0.30 1.36 4.24 70
-0.69 -0.36 1.40 4.46 84
-0.07 -0.21 1.42 4.67 102
0.53 -0.01 1.39 4.81 117
1.02 0.26 1.26 4.90 112
1.29 0.16 1.04 4.93 84
1.04 -0.41 0.80 4.93 45
0.28 -0.55 0.61 4.91 6
-0.27 -0.49 0.54 4.89 12
-0.19 -0.17 0.49 4.87 22
0.11 -0.04 0.43 4.84 33
0.36 0.07 0.34 4.79 47
0.33 0.05 0.26 4.74 61
-0.46 -0.11 0.22 4.69 78
-0.80 -0.23 0.28 4.67 70
-0.64 -0.24 0.42 4.65 39
-0.19 -0.20 0.55 4.63 0
0.07 -0.18 0.66 4.60 36
0.23 -0.01 0.75 4.55 74
0.19 0.04 0.84 4.48 108
0.57 0.00 0.87 4.39 135
1.02 -0.08 0.81 4.27 144
1.17 -0.07 0.71 4.12 144
1.28 -0.01 0.60 3.94 141
1.28 0.07 0.49 3.77 135
1.64 0.08 0.36 3.52 132
2.02 0.00 0.17 3.24 115
1.93 -0.02 -0.10 2.92 71
1.34 -0.04 -0.33 2.54 28
0.92 -0.02 -0.48 2.21 0
0.64 -0.03 -0.55 1.90 16
0.46 -0.06 -0.60 1.60 25
0.49 -0.11 -0.61 1.32 28
0.48 -0.16 -0.63 1.04 31
0.54 -0.12 -0.64 0.78 32
0.35 -0.03 -0.64 0.53 31
0.10 -0.01 -0.57 0.26 16
0.29 -0.16 -0.46 0.04 13
0.58 -0.23 -0.34 -0.13 50
0.82 -0.22 -0.25 -0.35 85
1.09 -0.07 -0.20 -0.58 114
1.06 0.05 -0.20 -0.82 128
0.98 0.09 -0.22 -1.07 138
1.05 -0.02 -0.24 -1.33 148
1.42 -0.17 -0.28 -1.60 155
2.04 -0.14 -0.44 -1.96 142
1.46 -0.16 -0.68 -2.27 95
1.03 -0.02 -0.89 -2.58 45
0.94 -0.05 -1.03 -2.88 12
0.90 -0.36 -1.15 -3.16 17
0.69 -0.44 -1.25 -3.43 45
0.72 -0.17 -1.33 -3.68 68
0.50 -0.10 -1.38 -3.91 88
0.59 -0.02 -1.41 -4.16 99
0.18 0.40 -1.41 -4.34 111
-0.75 0.06 -1.30 -4.48 107
-0.92 -0.19 -1.12 -4.57 86
-0.83 -0.06 -0.92 -4.61 54
-0.65 0.12 -0.74 -4.63 24
-0.51 -0.12 -0.58 -4.62 4
0.02 -0.11 -0.44 -4.62 36
0.45 -0.12 -0.39 -4.61 55
0.93 -0.13 -0.42 -4.62 55
0.71 -0.14 -0.48 -4.65 47
0.48 -0.11 -0.50 -4.67 42
0.24 -0.08 -0.49 -4.69 44
0.21 -0.05 -0.49 -4.71 43
0.27 -0.06 -0.52 -4.72 34
0.38 -0.03 -0.57 -4.73 21
0.41 -0.05 -0.64 -4.75 2
0.27 -0.05 -0.72 -4.76 22
0.03 -0.05 -0.77 -4.75 44
-0.14 -0.06 -0.80 -4.74 63
-0.28 -0.06 -0.82 -4.70 80
-0.26 -0.09 -0.82 -4.64 94
-0.33 -0.10 -0.81 -4.57 105
-0.59 -0.12 -0.77 -4.47 112
-1.02 -0.14 -0.68 -4.35 111
-0.98 -0.16 -0.55 -4.17 100
-1.07 -0.17 -0.41 -3.99 82
-1.00 -0.15 -0.27 -3.80 64
-0.89 -0.10 -0.16 -3.59 49
-0.71 -0.09 -0.07 -3.38 37
-0.67 -0.11 -0.00 -3.16 31
-0.57 -0.13 0.04 0.22 138
-0.59 -0.11 0.08 0.22 129
-0.46 -0.08 0.10 0.45 131
-0.21 -0.06 0.08 0.70 141
-0.43 -0.09 0.05 0.92 156
-1.22 -0.02 0.09 0.23 132
-1.30 -0.02 0.19 0.48 122
-0.94 -0.03 0.30 0.68 102
-0.65 -0.09 0.36 0.93 95
-0.57 -0.05 0.40 1.17 88
-1.33 0.03 0.49 1.43 81
-1.62 0.16 0.64 1.75 60
-1.23 0.02 0.80 2.02 29
-0.51 -0.21 0.88 2.28 6
-0.54 -0.27 0.91 2.52 0
-0.38 -0.10 0.91 2.75 4
-0.60 -0.02 0.95 2.96 14
-0.67 -0.06 1.01 3.17 32
-0.24 -0.10 1.07 3.31 55
0.31 -0.17 1.05 3.46 67
0.35 -0.21 0.97 3.61 59
-0.06 -0.26 0.85 3.71 36
-0.21 -0.30 0.77 3.80 18
-0.10 -0.17 0.71 3.87 7
0.00 -0.16 0.66 3.93 0
0.14 -0.14 0.60 3.98 6
0.09 -0.02 0.54 4.01 15
-0.16 0.03 0.51 4.04 21
-0.21 0.07 0.51 4.07 20
-0.24 -0.07 0.51 4.09 17
-0.04 -0.18 0.55 4.10 2
0.13 -0.21 0.58 4.09 14
0.19 -0.11 0.62 4.08 35
0.36 -0.03 0.66 4.04 58
0.56 -0.03 0.67 3.99 78
0.61 -0.03 0.67 3.91 93
0.70 -0.06 0.64 3.81 105
0.64 -0.11 0.60 3.66 112
0.67 -0.12 0.56 3.52 116
0.93 -0.07 0.50 3.36 121
1.19 0.01 0.41 3.17 119
1.71 0.03 0.29 2.95 117
1.83 0.01 0.13 2.69 104
1.69 0.00 -0.06 2.41 80
1.19 -0.01 -0.22 2.11 54
0.83 -0.07 -0.34 1.82 34
0.66 -0.10 -0.42 1.53 16
0.56 -0.10 -0.50 1.25 0
0.56 -0.05 -0.55 0.98 9
0.61 -0.03 -0.58 0.72 15
0.55 -0.10 -0.60 0.46 16
0.50 -0.12 -0.58 0.22 9
0.59 -0.22 -0.54 -0.01 5
0.57 -0.25 -0.48 -0.29 27
0.64 -0.16 -0.42 -0.47 47
0.82 -0.06 -0.38 -0.70 69
0.96 0.04 -0.34 -0.94 90
0.82 0.05 -0.33 -1.18 103
0.82 0.02 -0.33 -1.42 114
0.72 0.04 -0.33 -1.66 122
1.05 -0.12 -0.36 -1.91 128
1.36 -0.27 -0.44 -2.17 124
1.86 -0.24 -0.60 -2.51 105
1.72 -0.13 -0.81 -2.80 69
1.17 -0.05 -0.99 -3.10 28
0.82 -0.02 -1.12 -3.38 4
0.56 -0.16 -1.21 -3.64 31
0.48 -0.02 -1.28 -3.88 56
0.26 0.21 -1.30 -4.09 69
0.00 0.06 -1.25 -4.28 71
-0.10 -0.05 -1.22 -4.46 74
-0.25 0.21 -1.18 -4.56 82
-0.35 0.21 -1.12 -4.65 82
-0.32 0.01 -1.04 -4.71 78
-0.19 -0.05 -0.95 -4.74 66
-0.07 -0.20 -0.85 -4.76 50
0.07 -0.25 -0.75 -4.77 29
0.11 -0.23 -0.65 -4.77 6
0.13 -0.21 -0.56 -4.77 13
0.02 -0.13 -0.48 -4.76 30
0.02 -0.09 -0.41 -4.74 43
-0.06 -0.08 -0.38 -4.72 48
0.09 -0.04 -0.36 -4.69 51
0.09 -0.07 -0.37 -4.66 44
0.09 -0.08 -0.43 -4.63 26
0.05 -0.08 -0.49 -4.60 6
0.01 -0.06 -0.55 -4.56 15
-0.10 -0.06 -0.60 -4.50 37
-0.10 -0.05 -0.65 -4.44 58
-0.17 -0.08 -0.68 -4.37 77
-0.20 -0.10 -0.69 -4.28 92
-0.31 -0.10 -0.69 -4.18 103
-0.35 -0.10 -0.67 -4.07 110
-0.68 -0.09 -0.60 -3.93 108
-0.82 -0.09 -0.50 -3.78 101
-0.98 -0.07 -0.39 -3.61 89
-0.81 -0.10 -0.27 -3.38 74
-0.74 -0.14 -0.16 -3.18 59
-0.67 -0.22 -0.06 -2.97 45
-0.64 -0.24 0.02 -2.76 33
-0.57 -0.21 0.10 0.21 117
-0.49 -0.16 0.15 0.42 108
-0.21 -0.11 0.18 0.63 103
-0.45 -0.04 0.16 0.83 114
-0.96 0.02 0.18 1.08 125
-1.16 -0.01 0.29 1.26 109
-0.94 -0.10 0.36 1.49 101
-0.69 -0.11 0.41 1.71 94
-0.39 -0.05 0.44 1.93 87
-0.75 -0.10 0.49 2.15 82
-0.83 0.07 0.58 2.37 65
-0.96 0.20 0.69 2.58 43
-0.63 0.10 0.80 2.79 16
-0.75 -0.08 0.90 3.04 8
-0.21 -0.20 0.98 3.22 34
-0.10 -0.07 1.00 3.38 49
-0.17 0.04 0.99 3.52 55
-0.24 -0.21 1.00 3.62 64
-0.22 -0.34 0.99 3.72 68
0.04 -0.37 0.91 3.81 57
0.17 -0.24 0.79 3.87 37
0.04 -0.14 0.68 3.93 13
0.09 -0.00 0.59 3.97 2
-0.05 0.06 0.52 4.00 16
0.08 -0.03 0.45 4.02 28
0.19 -0.06 0.40 4.02 37
0.29 -0.19 0.35 4.01 41
0.09 -0.23 0.33 4.00 42
-0.46 -0.11 0.35 3.99 41
-0.58 -0.08 0.41 3.99 28
-0.36 0.05 0.50 3.99 4
0.10 0.11 0.56 3.98 18
0.41 0.01 0.57 3.95 34
0.60 -0.17 0.57 3.90 48
0.25 -0.20 0.56 3.84 58
0.22 -0.10 0.58 3.76 73
0.30 -0.05 0.59 3.68 85
0.57 -0.03 0.57 3.57 95
0.69 0.01 0.52 3.42 99
0.71 0.01 0.47 3.28 101
0.64 -0.09 0.42 3.12 103
1.21 -0.10 0.34 2.98 105
1.33 -0.08 0.22 2.77 96
1.53 -0.05 0.06 2.53 79
1.41 0.02 -0.11 2.28 54
1.06 -0.01 -0.24 2.01 32
0.76 -0.07 -0.32 1.70 21
0.76 -0.11 -0.37 1.43 16
0.71 -0.08 -0.41 1.17 13
0.61 -0.02 -0.44 0.92 11
0.55 -0.03 -0.45 0.67 13
0.55 -0.06 -0.43 0.43 22
0.54 -0.06 -0.42 0.20 31
0.45 -0.10 -0.40 -0.03 40
0.43 -0.10 -0.38 -0.21 47
0.41 -0.08 -0.36 -0.47 55
0.45 -0.03 -0.35 -0.68 62
0.53 -0.03 -0.35 -0.88 66
0.67 -0.10 -0.37 -1.09 70
0.72 -0.10 -0.39 -1.29 71
0.74 -0.06 -0.42 -1.50 70
0.71 -0.08 -0.46 -1.71 67
0.59 -0.05 -0.49 -1.91 63
0.51 0.04 -0.52 -2.15 60
0.66 0.01 -0.55 -2.34 57
0.76 -0.08 -0.60 -2.53 48
0.77 -0.18 -0.68 -2.68 32
0.55 -0.20 -0.75 -2.87 14
0.28 -0.18 -0.79 -3.03 0
0.20 -0.10 -0.79 -3.19 4
0.27 -0.09 -0.75 -3.32 3
0.23 -0.10 -0.69 -3.45 15
0.47 -0.17 -0.66 -3.60 26
0.44 -0.19 -0.64 -3.71 30
0.57 -0.09 -0.64 -3.83 34
0.37 0.07 -0.63 -3.93 34
0.21 0.12 -0.63 -4.03 32
0.12 0.06 -0.62 -4.11 31
0.26 -0.02 -0.61 -4.18 31
0.48 -0.03 -0.62 -4.25 28
0.71 0.01 -0.67 -4.34 19
0.89 0.13 -0.75 -4.43 4
0.85 0.07 -0.86 -4.51 18
0.60 -0.08 -0.94 -4.59 40
0.24 -0.19 -0.98 -4.66 59
-0.18 -0.18 -0.96 -4.71 67
-0.37 -0.14 -0.92 -4.72 69
-0.30 -0.10 -0.85 -4.72 65
-0.15 -0.05 -0.78 -4.70 56
-0.15 -0.03 -0.71 -4.67 49
-0.28 -0.06 -0.65 -4.62 43
-0.25 -0.10 -0.57 -4.56 33
-0.22 -0.09 -0.50 -4.50 23
-0.26 -0.12 -0.45 -4.42 18
-0.31 -0.11 -0.41 -4.33 17
-0.35 -0.11 -0.38 -4.23 18
-0.31 -0.07 -0.36 -4.13 22
-0.30 -0.05 -0.36 -3.99 31
-0.27 -0.06 -0.38 -3.87 44
-0.26 -0.07 -0.40 -3.74 58
-0.27 -0.07 -0.43 -3.61 74
-0.30 -0.08 -0.45 -3.46 91
-0.42 -0.08 -0.47 -3.31 107
-0.69 -0.08 -0.44 -3.14 116
-0.97 -0.05 -0.37 -2.96 116
-1.13 -0.05 -0.27 -2.75 109
-1.02 -0.08 -0.16 -2.48 100
-0.84 -0.09 -0.07 -2.24 91
-0.82 -0.13 0.02 -2.00 80
-0.77 -0.09 0.11 0.25 136
-0.65 -0.10 0.20 0.49 120
-0.56 -0.07 0.27 0.74 107
-0.84 -0.04 0.31 0.93 105
-1.42 0.03 0.37 1.19 108
-2.02 -0.03 0.49 1.54 103
-1.68 -0.19 0.64 1.84 84
-1.18 -0.35 0.72 2.14 73
-1.19 -0.27 0.78 2.45 70
-0.98 -0.10 0.84 2.75 62
-0.88 0.03 0.91 3.04 47
-1.06 0.00 1.02 3.32 24
-0.92 0.01 1.15 3.60 6
-0.27 -0.19 1.23 3.90 36
-0.27 -0.34 1.26 4.12 54
-0.13 0.02 1.26 4.32 63
0.15 0.23 1.22 4.48 66
0.10 -0.11 1.16 4.59 65
0.16 -0.36 1.12 4.69 69
0.28 -0.18 1.09 4.77 76
0.47 0.03 1.02 4.82 76
0.33 0.11 0.90 4.84 61
0.18 0.04 0.79 4.84 40
0.11 -0.15 0.68 4.83 21
0.35 -0.29 0.59 4.81 8
0.46 -0.29 0.48 4.76 8
0.15 -0.14 0.38 4.71 28
0.15 -0.08 0.32 4.66 38
-0.06 0.02 0.35 4.60 29
-0.06 0.04 0.42 4.55 6
-0.03 -0.03 0.53 4.48 27
-0.03 -0.09 0.63 4.40 62
0.30 -0.09 0.71 4.31 94
0.72 -0.10 0.68 4.20 106
0.96 -0.03 0.59 4.07 105
0.90 -0.00 0.49 3.91 97
0.71 0.00 0.42 3.73 94
0.85 0.02 0.38 3.54 101
1.19 -0.05 0.32 3.33 108
1.42 -0.05 0.23 3.04 111
1.64 -0.03 0.14 2.77 113
1.47 -0.02 0.06 2.48 116
1.46 -0.01 -0.01 2.16 120
1.46 -0.03 -0.10 -0.33 195
1.45 -0.07 -0.18 -0.67 194
1.49 -0.18 -0.28 -1.03 188
1.81 0.01 -0.41 -1.33 176
2.01 0.11 -0.56 -1.81 165
1.89 -0.15 -0.80 -2.21 120
1.88 -0.17 -1.05 -2.63 73
1.39 -0.30 -1.24 -3.03 32
0.73 -0.31 -1.37 -3.42 4
0.91 -0.21 -1.45 -3.78 26
0.46 0.32 -1.50 -4.12 47
0.76 0.20 -1.53 -4.43 59
0.63 -0.25 -1.59 -4.71 82
0.05 -0.10 -1.63 -5.01 106
0.09 -0.30 -1.63 -5.22 123
-0.08 -0.30 -1.58 -5.40 124
-0.98 -0.06 -1.37 -5.52 99
-0.96 -0.06 -1.02 -5.60 28
-0.51 0.01 -0.75 -5.65 27
-0.41 0.02 -0.54 -5.67 70
0.06 0.06 -0.39 -5.70 107
1.08 0.12 -0.37 -5.75 126
1.44 0.04 -0.52 -5.81 104
1.22 -0.07 -0.65 -5.89 82
0.94 -0.27 -0.75 -5.96 62
0.55 -0.32 -0.83 -6.04 40
0.56 -0.16 -0.88 -6.12 26
0.87 -0.17 -0.96 -6.20 10
0.83 -0.14 -1.05 -6.28 13
0.52 -0.09 -1.15 -6.35 43
0.25 -0.03 -1.22 -6.42 71
0.14 0.02 -1.27 -6.45 94
-0.20 0.03 -1.31 -6.46 122
-0.70 0.01 -1.28 -6.43 138
-1.04 -0.01 -1.19 -6.36 145
-1.17 -0.04 -1.08 -6.25 144
-0.95 -0.04 -0.93 -6.10 129
-1.17 -0.08 -0.78 -5.93 114
-0.91 -0.12 -0.62 -5.69 94
-0.77 -0.19 -0.47 -5.48 71
-0.92 -0.20 -0.32 -5.25 48
-0.79 -0.12 -0.17 -5.01 22
-0.52 -0.12 -0.07 -4.77 5
-0.37 -0.19 -0.03 -4.58 1
-0.26 -0.21 -0.03 0.23 164
-0.58 -0.13 -0.06 0.24 174
-0.79 -0.01 -0.06 0.53 191
-0.73 0.04 -0.06 0.78 202
-0.85 -0.04 -0.08 1.04 223
-1.47 0.02 -0.05 1.32 238
-2.25 -0.04 0.08 1.64 240
-2.26 -0.12 0.27 1.99 221
-2.05 -0.17 0.47 2.36 194
-1.54 -0.23 0.67 2.74 159
-1.30 -0.28 0.95 3.12 93
-0.89 0.04 1.26 3.55 15
-0.32 0.12 1.46 3.87 49
-0.30 0.28 1.57 4.17 90
-0.94 -0.35 1.62 4.44 106
-0.79 -0.52 1.71 4.69 135
-0.77 -0.39 1.73 4.92 146
0.32 -0.17 1.70 5.11 161
1.28 -0.11 1.52 5.23 150
1.11 0.24 1.24 5.32 104
1.25 0.24 0.93 5.33 51
0.91 -0.01 0.64 5.32 5
0.85 -0.33 0.40 5.28 52
0.43 -0.44 0.23 5.23 88
-0.15 -0.37 0.17 5.18 105
-0.51 -0.10 0.20 5.15 104
-0.60 0.13 0.26 5.12 93
-0.41 0.18 0.34 5.11 75
-0.50 0.07 0.40 5.09 63
-0.64 -0.15 0.48 5.09 47
-0.68 -0.25 0.60 5.09 18
-0.18 -0.21 0.75 5.09 25
0.32 -0.18 0.86 5.07 70
0.36 -0.04 0.93 5.03 105
0.54 -0.03 0.97 4.96 135
0.78 0.10 0.97 4.85 157
1.14 -0.05 0.88 4.69 161
1.66 -0.02 0.74 4.51 158
1.69 -0.12 0.53 4.29 133
1.50 -0.13 0.29 4.04 96
0.96 -0.04 0.10 3.78 60
0.95 0.04 -0.06 3.51 31
0.98 0.07 -0.21 3.23 5
1.00 -0.00 -0.33 2.95 12
0.88 -0.15 -0.40 2.67 22
0.76 -0.17 -0.42 2.34 16
0.68 -0.05 -0.39 2.07 2
0.62 0.06 -0.35 1.85 13
0.58 0.08 -0.30 1.59 33
0.64 0.03 -0.25 1.32 54
0.70 -0.06 -0.22 1.06 71
0.63 -0.15 -0.22 0.80 79
0.76 -0.11 -0.24 0.54 83
0.70 -0.06 -0.27 0.22 85
0.64 -0.05 -0.31 -0.04 84
0.71 -0.05 -0.35 -0.30 80
0.89 -0.11 -0.41 -0.55 75
0.92 -0.16 -0.47 -0.82 68
1.04 -0.06 -0.54 -1.03 58
0.95 0.09 -0.61 -1.29 48
0.94 0.12 -0.67 -1.55 41
0.77 -0.04 -0.72 -1.81 33
0.53 -0.20 -0.74 -2.10 29
0.39 -0.20 -0.74 -2.33 28
0.41 -0.12 -0.74 -2.55 26
0.37 -0.04 -0.75 -2.75 22
0.32 0.03 -0.76 -2.94 17
0.20 0.06 -0.76 -3.11 13
0.09 0.08 -0.74 -3.27 12
0.24 -0.10 -0.71 -3.41 16
0.34 -0.27 -0.70 -3.54 17
0.45 -0.25 -0.71 -3.66 14
0.32 -0.09 -0.73 -3.77 9
0.23 0.05 -0.73 -3.88 4
0.11 0.04 -0.73 -3.96 1
0.14 -0.03 -0.73 -4.04 7
0.02 -0.05 -0.74 -4.10 17
