=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 17:26:59 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.09 -0.67 -1.03 -6.76 10.65
-0.23 -0.94 -0.93 -6.83 23.18
0.54 0.25 -0.90 -6.89 31.36
0.29 0.92 -0.95 -6.94 14.70
-0.40 1.05 -0.95 -6.95 -2.04
-0.58 1.08 -0.90 -6.94 -10.59
-0.35 0.24 -0.87 -6.90 -15.95
-0.26 0.23 -0.83 -6.84 -19.37
0.14 0.11 -0.85 -6.78 -32.58
-0.44 -0.85 -0.84 -6.70 -44.17
-0.64 -0.52 -0.69 -6.55 -24.44
0.25 -0.01 -0.58 -6.45 4.11
-0.43 0.35 -0.54 -6.34 1.37
-0.06 0.91 -0.48 -6.22 11.96
-0.33 0.71 -0.46 -6.06 5.82
0.00 0.54 -0.47 -5.93 -1.36
-0.76 0.22 -0.47 -5.78 -21.70
-0.40 0.30 -0.42 -5.62 -18.36
-0.43 0.14 -0.39 -5.42 -23.29
-0.15 -0.39 -0.40 -5.21 -35.18
-0.26 -0.32 -0.37 -5.03 -37.05
-0.05 -0.13 -0.34 -4.86 -32.48
-0.33 -0.07 -0.30 -4.68 -31.43
-0.73 -0.09 -0.26 -4.45 -37.04
-0.77 0.66 -0.16 -4.25 -25.99
-0.69 0.81 -0.07 -4.04 -12.03
-0.24 0.82 -0.01 -3.79 -3.59
-0.13 0.50 -0.02 0.20 -140.33
0.05 0.37 -0.05 0.23 -142.09
0.04 0.29 -0.11 0.18 -152.52
-0.50 0.10 -0.15 0.37 -173.02
-0.35 0.02 -0.10 0.56 -168.01
-0.46 0.05 -0.03 0.79 -159.20
-0.49 0.01 0.10 0.19 -101.81
-0.46 0.20 0.27 0.42 -62.06
-0.22 0.22 0.49 0.60 -2.25
-0.26 -0.00 0.62 0.76 33.75
-0.25 -0.04 0.70 0.95 58.23
-0.29 0.11 0.75 1.09 74.43
-0.30 0.26 0.79 1.22 86.86
-0.29 0.52 0.81 1.33 97.40
-0.24 0.59 0.86 1.46 113.83
-0.21 0.54 0.85 1.57 116.78
0.18 0.36 0.75 1.64 99.83
0.63 0.42 0.55 1.68 62.98
0.84 0.26 0.38 1.69 36.15
1.05 0.12 0.20 1.67 7.04
0.76 0.06 0.03 1.63 -25.72
0.31 0.21 -0.04 -0.04 18.32
-0.05 0.32 -0.04 -0.04 14.68
0.10 0.29 0.01 -0.05 30.49
0.27 0.18 0.08 -0.06 53.08
0.47 0.01 0.16 -0.06 81.88
0.84 0.15 0.20 -0.14 110.60
0.66 0.28 0.22 -0.23 128.34
0.52 0.27 0.25 -0.34 147.42
0.43 0.07 0.26 -0.48 161.37
1.38 0.04 0.23 -0.63 179.40
1.39 0.18 0.05 -0.85 155.93
0.91 -0.00 -0.27 -0.19 53.30
0.54 0.23 -0.50 -0.41 -1.54
0.20 0.76 -0.65 -0.58 -44.90
-0.36 0.63 -0.68 -0.72 -67.00
-0.57 0.49 -0.62 -0.83 -66.43
-0.19 0.41 -0.55 -0.95 -57.11
0.67 0.19 -0.60 -1.04 -65.41
-0.08 0.20 -0.65 -1.14 -86.85
-0.22 0.29 -0.59 -1.19 -79.53
0.08 0.32 -0.38 -1.25 -24.46
0.76 0.12 -0.28 -1.33 13.20
0.22 0.07 -0.19 -1.39 37.63
0.21 0.18 -0.08 -1.46 71.37
0.36 0.23 0.01 -0.07 51.28
0.73 0.18 0.01 -0.09 62.25
0.44 0.14 -0.02 -0.13 58.60
0.33 0.18 -0.04 -0.10 53.14
0.29 0.25 -0.06 -0.10 48.75
0.20 0.37 -0.11 -0.10 34.41
0.07 0.39 -0.17 -0.19 19.58
0.04 0.33 -0.22 -0.29 2.73
0.02 0.26 -0.26 -0.36 -9.05
0.35 0.20 -0.30 -0.44 -16.04
0.61 0.23 -0.37 -0.54 -28.73
0.32 0.30 -0.44 -0.61 -46.09
0.29 0.32 -0.45 -0.71 -47.19
0.43 0.36 -0.46 -0.78 -49.72
0.10 0.40 -0.49 -0.85 -60.86
0.21 0.39 -0.47 -0.91 -55.93
0.32 0.38 -0.43 -0.98 -44.53
0.35 0.28 -0.39 -1.04 -32.20
0.26 0.15 -0.36 -1.11 -21.66
0.14 0.04 -0.29 -1.16 -4.53
0.23 0.03 -0.26 -1.21 6.27
0.25 0.12 -0.26 -1.28 8.95
0.20 0.24 -0.27 -1.33 6.22
0.19 0.32 -0.30 -1.38 -2.76
0.14 0.31 -0.35 -1.42 -15.81
0.07 0.26 -0.40 -1.46 -31.83
-0.01 0.21 -0.46 -1.50 -52.93
-0.02 0.22 -0.50 -1.51 -70.79
-0.11 0.25 -0.54 -1.52 -90.03
-0.10 0.27 -0.57 -1.51 -105.50
-0.20 0.26 -0.60 -1.49 -121.93
-0.43 0.24 -0.61 -1.45 -139.97
-0.45 0.25 -0.59 -1.39 -149.07
-0.47 0.20 -0.56 -1.32 -154.80
-0.66 0.28 -0.50 -1.18 -156.86
-1.14 0.23 -0.41 -1.05 -154.04
-1.59 0.04 -0.20 -0.89 -126.21
-1.88 0.02 0.01 -0.69 -102.60
-1.80 0.21 0.17 0.28 -111.33
-1.35 0.25 0.30 0.53 -97.25
-1.04 0.27 0.36 0.79 -97.13
-0.75 0.29 0.38 1.05 -100.35
-0.70 0.15 0.40 1.41 -106.75
-0.81 0.12 0.43 1.67 -109.49
-0.89 0.11 0.49 1.93 -101.44
-0.84 0.13 0.57 2.19 -89.87
-0.94 0.40 0.63 2.51 -85.71
-0.40 0.51 0.68 2.75 -71.13
-0.96 0.52 0.73 3.00 -66.21
-0.99 0.69 0.80 3.25 -57.32
-1.00 0.23 0.92 3.60 -37.13
-0.54 0.15 0.97 3.83 -20.33
-0.61 0.33 0.98 4.05 -19.82
-0.63 0.11 0.95 4.27 -29.29
-0.64 -0.26 0.91 4.47 -42.26
-0.92 -0.56 0.89 4.71 -53.97
-0.54 0.11 0.88 4.91 -56.73
-0.67 0.40 0.90 5.09 -55.57
-0.28 0.24 0.92 5.30 -44.80
-0.55 0.15 0.96 5.46 -35.69
-0.23 0.60 1.01 5.63 -15.39
0.17 0.48 1.02 5.75 1.18
0.27 0.53 1.02 5.83 14.51
0.29 0.08 1.00 5.89 26.79
0.22 0.24 0.99 5.93 37.63
-0.03 0.27 0.97 5.95 40.75
-0.69 0.26 0.96 5.97 37.90
-0.64 0.09 1.01 5.99 49.16
-0.54 0.01 1.05 6.01 63.18
-0.32 0.11 1.08 6.02 75.77
0.25 -0.09 1.05 6.00 84.45
-0.03 -0.26 1.01 5.97 83.97
0.42 0.19 0.92 5.91 75.11
0.69 0.24 0.73 5.83 45.59
0.62 0.35 0.61 5.69 29.36
0.62 0.39 0.52 5.57 23.31
0.58 0.44 0.44 5.43 16.34
0.54 0.35 0.38 5.28 13.42
0.47 0.31 0.34 5.12 14.16
0.28 0.24 0.32 4.93 17.69
0.12 0.24 0.33 4.76 27.93
0.15 0.19 0.38 4.60 47.14
0.49 0.20 0.42 4.39 72.28
0.83 0.29 0.42 4.19 91.41
0.94 0.26 0.39 3.93 106.62
0.83 0.25 0.35 3.70 111.70
0.73 0.28 0.32 3.46 120.64
0.64 0.34 0.32 3.21 134.50
0.94 0.43 0.31 2.88 155.74
1.51 0.41 0.22 2.59 158.81
1.42 0.24 -0.08 2.21 103.42
0.80 0.13 -0.28 1.89 60.66
0.30 0.01 -0.36 1.53 42.52
0.45 -0.01 -0.41 1.24 32.81
0.76 0.15 -0.48 0.95 22.02
0.90 0.25 -0.55 0.66 12.40
0.79 0.27 -0.60 0.38 7.09
0.59 0.36 -0.59 -0.01 16.48
0.46 0.41 -0.56 -0.27 29.35
0.30 0.43 -0.51 -0.52 42.48
0.30 0.36 -0.47 -0.76 54.03
0.19 0.33 -0.45 -0.99 56.81
0.01 0.28 -0.43 -1.24 59.76
-0.08 0.15 -0.40 -1.43 63.11
0.05 0.03 -0.38 -1.60 65.69
0.37 0.04 -0.37 -1.77 72.20
0.51 0.12 -0.37 -1.97 76.54
0.64 0.21 -0.41 -2.18 75.91
0.43 0.28 -0.44 -2.35 68.05
0.21 0.32 -0.46 -2.50 64.28
0.24 0.20 -0.47 -2.65 60.03
0.28 0.37 -0.50 -2.81 51.54
0.21 0.23 -0.54 -2.94 38.62
-0.02 0.32 -0.57 -3.05 24.76
-0.08 0.29 -0.58 -3.17 14.74
-0.16 0.26 -0.58 -3.25 7.56
-0.25 0.19 -0.54 -3.32 7.72
-0.26 -0.10 -0.50 -3.36 9.85
-0.09 -0.17 -0.46 -3.39 14.43
0.00 -0.05 -0.42 -3.41 20.70
-0.01 0.15 -0.37 -3.43 30.45
0.09 0.26 -0.32 -3.44 40.31
0.03 0.27 -0.30 -3.45 44.36
0.05 0.36 -0.30 -3.45 42.84
-0.06 0.48 -0.30 -3.45 36.67
-0.24 0.32 -0.30 -3.43 29.90
-0.18 0.38 -0.27 -3.41 32.65
-0.18 0.33 -0.25 -3.38 33.30
0.19 0.31 -0.25 -3.36 33.27
0.57 0.21 -0.31 -3.33 21.46
0.45 0.12 -0.37 -3.32 11.05
0.35 0.23 -0.40 -3.32 3.54
0.17 0.26 -0.41 -3.31 -0.92
0.17 0.32 -0.41 -3.30 -1.12
0.05 0.34 -0.40 -3.29 -1.79
-0.06 0.28 -0.39 -3.26 -4.45
-0.21 0.18 -0.38 -3.23 -8.51
-0.28 0.20 -0.35 -3.19 -8.98
-0.19 0.22 -0.30 -3.13 -2.63
-0.02 0.23 -0.26 -3.08 4.47
0.01 0.22 -0.24 -3.01 7.99
-0.10 0.24 -0.21 -2.96 10.14
-0.12 0.16 -0.19 -2.90 13.54
-0.13 0.10 -0.16 -2.84 16.81
-0.11 0.12 -0.12 -2.77 23.27
-0.09 0.17 -0.10 -2.68 26.90
0.07 0.24 -0.07 -2.62 34.46
0.05 0.30 -0.05 0.06 -52.46
0.10 0.31 -0.05 0.05 -49.43
0.15 0.22 -0.07 0.05 -49.35
0.31 0.17 -0.08 0.05 -46.57
0.22 0.18 -0.10 0.03 -47.58
0.07 0.24 -0.14 0.06 -60.34
-0.05 0.31 -0.20 0.10 -78.77
-0.10 0.29 -0.23 0.15 -92.53
-0.07 0.29 -0.24 0.19 -97.06
-0.20 0.22 -0.21 0.24 -94.96
-0.44 0.19 -0.16 0.30 -90.60
-0.58 0.18 -0.08 0.37 -80.71
-1.04 0.28 0.06 0.11 -46.80
-1.06 0.39 0.20 0.11 -22.16
-0.41 0.52 0.30 0.23 1.52
0.07 0.49 0.33 0.35 14.20
0.12 0.24 0.32 0.43 16.90
0.16 0.04 0.30 0.52 16.59
0.16 0.05 0.27 0.58 14.14
0.17 0.17 0.25 0.63 12.11
0.20 0.29 0.21 0.67 8.86
0.24 0.35 0.17 0.70 2.94
0.27 0.32 0.13 0.72 -2.24
0.29 0.25 0.08 0.73 -8.39
0.26 0.18 0.04 0.00 11.03
0.18 0.15 0.01 -0.00 6.84
0.14 0.19 0.01 -0.01 7.45
0.13 0.26 0.00 -0.01 8.27
0.13 0.28 -0.00 -0.01 7.85
0.09 0.28 -0.02 -0.01 4.35
0.06 0.25 -0.04 -0.02 0.72
0.09 0.23 -0.05 -0.02 -3.82
0.09 0.20 -0.07 -0.02 -9.48
0.05 0.21 -0.09 -0.01 -14.74
0.02 0.25 -0.10 -0.01 -17.74
0.02 0.28 -0.10 -0.02 -20.01
0.02 0.28 -0.11 -0.04 -23.29
-0.00 0.24 -0.12 -0.04 -26.91
-0.04 0.23 -0.13 -0.05 -30.99
-0.07 0.21 -0.14 -0.05 -35.81
-0.09 0.23 -0.14 -0.04 -40.21
-0.09 0.25 -0.15 -0.03 -45.39
-0.13 0.27 -0.16 -0.02 -51.01
-0.22 0.25 -0.15 0.01 -55.76
-0.29 0.24 -0.14 0.04 -57.97
-0.30 0.26 -0.12 0.08 -59.05
-0.35 0.28 -0.09 0.13 -58.65
-0.38 0.24 -0.04 0.07 -49.30
-0.32 0.24 -0.01 0.06 -44.23
-0.20 0.25 0.00 0.06 -41.45
-0.18 0.23 0.00 0.08 -42.97
-0.18 0.20 -0.01 0.07 -46.46
-0.19 0.20 -0.03 0.07 -52.22
-0.18 0.23 -0.05 0.07 -60.07
-0.17 0.25 -0.08 0.07 -70.69
-0.18 0.24 -0.11 0.10 -80.56
-0.24 0.23 -0.12 0.18 -90.38
-0.32 0.21 -0.13 0.27 -98.89
-0.44 0.24 -0.12 0.36 -105.89
-0.69 0.22 -0.08 0.49 -108.32
-0.97 0.21 -0.00 0.62 -104.38
-0.97 0.23 0.10 0.14 -68.58
-0.90 0.32 0.23 0.30 -47.73
-0.55 0.41 0.31 0.49 -32.67
-0.45 0.32 0.36 0.67 -26.95
-0.39 0.10 0.37 0.83 -26.41
-0.41 0.01 0.37 0.97 -28.96
-0.74 0.07 0.40 1.13 -31.46
-1.81 0.21 0.51 1.31 -27.39
-2.82 0.32 0.71 1.59 -14.55
-3.23 0.40 0.92 1.88 -1.62
-2.73 0.05 1.08 2.27 3.65
-2.58 -0.12 1.16 2.62 -6.61
-2.58 -0.06 1.18 3.01 -31.10
-2.55 0.31 1.21 3.50 -55.88
-2.28 0.50 1.26 3.92 -69.37
-2.27 0.24 1.35 4.37 -71.82
-2.00 0.05 1.48 4.81 -55.99
-1.68 0.00 1.59 5.34 -41.63
-1.31 0.12 1.70 5.86 -21.12
-0.85 0.23 1.80 6.26 9.65
-0.40 0.16 1.86 6.62 37.92
0.32 0.07 1.91 6.93 77.89
0.90 0.17 1.97 7.21 127.78
1.28 0.24 2.00 7.37 181.07
1.72 0.28 2.01 7.45 234.65
1.89 0.30 1.97 7.44 277.42
2.21 0.36 1.88 7.30 311.43
2.80 0.28 1.69 7.12 327.59
3.76 0.19 1.49 6.83 350.49
3.43 -0.10 1.14 6.45 322.56
2.61 -0.43 0.64 5.94 236.11
1.50 0.16 0.31 5.50 177.20
0.95 1.10 0.16 5.05 154.03
1.66 1.13 0.05 4.57 155.54
3.44 0.46 -0.20 3.84 145.30
2.60 0.40 -0.59 3.29 80.05
1.81 0.51 -0.71 2.73 73.00
1.29 -0.27 -0.73 2.17 82.40
2.34 -0.27 -0.73 1.48 117.93
1.66 -0.70 -0.77 0.91 125.63
1.53 0.37 -0.76 0.34 147.00
2.11 1.32 -0.73 -0.24 182.23
2.04 0.94 -0.79 -1.07 201.72
1.90 0.69 -0.93 -1.67 189.60
1.68 0.83 -1.07 -2.27 171.72
1.65 0.38 -1.21 -2.98 154.68
1.44 -0.64 -1.31 -3.55 139.29
1.34 -0.78 -1.39 -4.11 126.81
1.82 -0.79 -1.55 -4.67 97.68
1.07 0.60 -1.63 -5.40 83.96
2.02 0.99 -1.75 -5.92 69.56
1.18 0.11 -1.87 -6.42 39.33
1.44 0.46 -1.99 -6.91 14.56
0.68 0.22 -2.14 -7.44 -32.53
-0.03 -0.57 -2.13 -7.83 -51.87
0.04 -0.12 -2.04 -8.17 -48.95
0.49 0.55 -2.08 -8.47 -72.00
0.28 0.42 -2.07 -8.84 -81.29
0.62 0.47 -1.92 -9.08 -49.43
0.66 0.19 -1.79 -9.29 -23.03
0.22 0.30 -1.77 -9.47 -30.55
-0.13 0.53 -1.72 -9.61 -38.15
0.52 0.15 -1.59 -9.76 -10.31
0.22 -0.50 -1.52 -9.85 -2.97
-0.54 -0.13 -1.48 -9.91 -18.41
0.42 0.37 -1.52 -9.96 -35.87
0.34 0.03 -1.59 -9.98 -64.66
-0.50 0.50 -1.64 -9.97 -106.61
-0.12 0.56 -1.66 -9.92 -131.44
-0.57 0.25 -1.68 -9.83 -163.95
-0.72 0.58 -1.71 -9.68 -204.27
-1.04 0.55 -1.67 -9.51 -229.63
-0.78 0.13 -1.45 -9.30 -198.93
-0.68 -0.03 -1.21 -8.97 -161.36
-0.55 0.12 -0.95 -8.73 -110.06
-1.02 0.06 -0.78 -8.45 -88.90
-0.86 0.12 -0.63 -8.16 -70.98
-0.69 0.07 -0.50 -7.80 -53.63
-0.80 0.12 -0.40 -7.49 -46.18
-0.93 0.26 -0.31 -7.17 -40.71
-0.83 0.35 -0.24 -6.83 -37.57
-0.64 0.42 -0.21 -6.43 -46.70
-0.51 0.43 -0.22 -6.03 -63.50
-0.40 0.36 -0.28 -5.69 -88.79
-0.37 0.27 -0.33 -5.36 -114.61
-0.54 0.25 -0.39 -5.03 -145.14
-0.52 0.29 -0.41 -4.62 -164.70
-0.67 0.22 -0.37 -4.28 -169.31
-0.60 0.14 -0.29 -3.93 -163.19
-0.78 0.18 -0.23 -3.44 -167.92
-1.22 0.22 -0.16 -3.07 -170.76
-1.51 0.16 -0.09 -2.68 -179.55
-1.73 0.13 0.01 -2.27 -180.00
-1.77 0.17 0.20 0.52 -239.48
-1.47 -0.01 0.34 0.96 -222.42
-1.02 0.20 0.42 1.39 -215.78
-0.82 0.03 0.39 1.82 -235.18
-1.28 0.03 0.42 2.43 -249.26
-1.61 0.44 0.64 2.88 -210.28
-1.64 0.16 0.84 3.32 -174.77
-1.46 0.20 0.99 3.77 -149.43
-1.55 0.28 1.11 4.30 -134.51
-1.70 0.14 1.24 4.75 -118.26
-1.08 0.19 1.42 5.18 -76.52
-1.27 0.57 1.50 5.69 -63.12
-0.98 0.42 1.51 6.17 -63.10
-0.51 -0.07 1.48 6.54 -65.23
-0.71 0.02 1.49 6.89 -60.63
-0.99 0.40 1.54 7.22 -47.27
0.13 0.25 1.48 7.56 -49.71
0.06 -0.27 1.41 7.81 -51.19
-0.28 0.22 1.42 8.03 -41.97
-0.33 0.04 1.47 8.23 -17.70
-0.31 0.12 1.49 8.47 -4.25
-0.16 0.50 1.41 8.62 -13.78
-0.17 -0.30 1.37 8.74 -14.49
-0.43 -0.28 1.34 8.84 -14.97
0.06 0.66 1.33 8.92 -3.53
0.07 0.65 1.24 8.99 -12.28
0.03 0.36 1.21 9.02 -7.87
0.46 0.29 1.16 9.01 1.07
0.19 0.21 1.12 8.98 5.01
0.15 0.43 1.10 8.94 13.61
0.54 0.29 1.03 8.85 16.35
-0.19 -0.43 0.97 8.77 7.28
0.22 -0.43 0.95 8.67 14.35
0.57 0.57 0.93 8.55 30.38
-0.15 0.83 0.93 8.42 36.55
0.61 0.73 0.92 8.24 57.39
0.10 0.44 0.93 8.05 71.36
0.18 0.40 0.92 7.88 81.17
0.36 0.34 0.91 7.69 96.85
0.10 0.13 0.90 7.50 103.61
0.86 0.20 0.83 7.24 109.55
1.16 0.39 0.70 6.99 101.42
0.91 0.49 0.49 6.73 65.92
0.73 0.17 0.34 6.45 40.54
0.33 0.13 0.21 6.07 20.15
0.17 0.30 0.10 5.81 -7.55
-0.19 0.24 0.07 5.56 -17.75
-0.40 0.21 0.12 5.33 -8.51
-0.16 0.33 0.17 5.12 4.35
0.02 0.49 0.17 4.87 8.25
0.21 0.21 0.14 4.66 5.94
0.26 -0.14 0.11 4.46 2.39
0.22 -0.12 0.12 4.22 12.82
0.06 0.10 0.15 4.03 23.92
-0.15 0.13 0.18 3.81 31.69
-0.08 0.24 0.20 3.64 38.29
0.21 0.33 0.19 3.46 41.53
0.27 0.40 0.13 3.29 32.21
0.25 0.50 0.11 3.12 30.58
0.18 0.36 0.12 2.91 40.06
0.14 0.26 0.17 2.71 57.90
0.12 0.25 0.22 2.54 76.99
0.24 0.26 0.27 2.37 96.59
0.20 0.20 0.29 2.17 112.30
0.12 0.14 0.30 2.00 118.08
0.15 0.13 0.28 1.83 120.41
0.57 0.20 0.25 1.65 125.23
0.73 0.33 0.21 1.42 129.17
0.55 0.22 0.06 1.19 101.19
0.38 0.12 -0.10 0.99 63.68
0.20 0.10 -0.19 0.80 40.91
0.14 0.10 -0.24 0.63 27.84
0.06 0.17 -0.25 0.43 23.26
0.20 0.25 -0.27 0.27 20.62
0.24 0.29 -0.29 0.11 16.82
0.06 0.28 -0.27 -0.03 18.90
-0.05 0.26 -0.22 -0.19 30.25
-0.10 0.25 -0.13 -0.33 51.82
0.02 0.26 -0.07 -0.44 68.89
0.06 0.24 -0.04 -0.11 62.67
0.08 0.23 -0.03 -0.10 62.51
-0.04 0.23 -0.01 -0.12 63.76
-0.24 0.23 0.04 -0.09 71.42
-0.22 0.24 0.14 -0.08 92.10
-0.19 0.18 0.21 -0.17 110.89
-0.02 0.13 0.27 -0.24 128.34
0.31 0.08 0.32 -0.34 150.85
0.53 0.13 0.31 -0.44 163.27
0.84 0.16 0.25 -0.56 163.61
0.94 0.07 0.15 -0.70 154.46
1.00 0.31 0.04 -0.89 141.20
0.94 0.49 -0.08 -0.17 94.58
0.74 0.42 -0.16 -0.39 84.91
0.58 0.19 -0.23 -0.57 73.57
1.18 0.32 -0.29 -0.80 75.09
1.29 0.50 -0.36 -1.02 74.53
1.13 0.28 -0.42 -1.24 74.40
0.86 0.33 -0.47 -1.47 72.80
0.78 0.37 -0.51 -1.70 70.35
0.25 0.32 -0.52 -1.96 67.81
0.40 0.48 -0.52 -2.22 70.30
0.51 0.38 -0.56 -2.42 62.52
0.34 0.18 -0.59 -2.61 54.49
0.71 0.12 -0.63 -2.80 49.17
0.72 -0.21 -0.63 -3.03 56.19
0.92 -0.23 -0.59 -3.22 77.16
0.82 -0.13 -0.60 -3.42 82.28
0.67 -0.38 -0.59 -3.61 89.26
0.61 0.02 -0.58 -3.87 100.25
0.59 0.72 -0.60 -4.06 97.62
0.31 0.66 -0.66 -4.23 82.31
0.34 0.83 -0.71 -4.40 66.89
0.91 0.46 -0.83 -4.56 39.69
0.86 0.70 -0.94 -4.76 18.47
0.81 0.37 -1.04 -4.92 -5.65
0.43 0.34 -1.14 -5.07 -36.20
0.08 0.25 -1.15 -5.22 -49.04
-0.07 0.37 -1.12 -5.33 -52.55
-0.31 -0.11 -1.06 -5.40 -52.62
-0.07 -0.29 -0.97 -5.45 -39.41
-0.16 0.07 -0.86 -5.48 -23.40
0.34 0.17 -0.78 -5.50 -3.43
0.57 0.46 -0.75 -5.53 7.67
0.26 0.56 -0.72 -5.55 12.75
0.40 0.46 -0.68 -5.57 20.95
0.24 0.52 -0.67 -5.58 23.25
0.31 0.37 -0.67 -5.59 20.16
0.44 0.21 -0.71 -5.60 10.33
0.19 0.12 -0.76 -5.60 -8.12
0.00 0.05 -0.79 -5.59 -23.93
0.06 0.22 -0.79 -5.57 -32.86
0.00 0.38 -0.80 -5.53 -43.30
-0.29 0.29 -0.83 -5.47 -64.44
-0.39 0.20 -0.83 -5.40 -82.30
-0.76 0.18 -0.83 -5.30 -102.09
-0.88 0.14 -0.78 -5.17 -114.25
-0.74 0.07 -0.72 -4.98 -118.39
-0.91 0.23 -0.62 -4.80 -114.43
-0.78 0.20 -0.50 -4.61 -100.27
-0.69 0.15 -0.37 -4.35 -82.77
-0.70 0.16 -0.22 -4.09 -57.93
-0.66 0.13 -0.11 -3.86 -39.84
-0.62 0.15 -0.00 -3.63 -23.04
-0.51 0.24 0.08 0.23 -134.72
-0.40 0.30 0.11 0.51 -135.00
-0.26 0.30 0.10 0.73 -140.66
-0.38 0.20 0.07 0.95 -156.66
-0.55 0.13 0.04 1.18 -173.88
-0.60 0.24 0.04 0.32 -143.88
-1.14 0.18 0.13 0.24 -128.84
-1.16 0.23 0.29 0.50 -101.10
-0.56 0.32 0.45 0.74 -62.57
-0.70 0.19 0.51 1.04 -56.45
-0.63 0.09 0.53 1.28 -56.54
-0.44 0.20 0.53 1.51 -57.91
-0.44 0.27 0.52 1.74 -64.00
-0.26 0.28 0.51 1.99 -68.57
-0.36 0.24 0.51 2.23 -69.96
-0.29 0.19 0.53 2.42 -65.33
-0.31 0.14 0.55 2.60 -57.65
-0.20 0.23 0.59 2.77 -46.40
-0.14 0.27 0.61 2.96 -37.35
-0.21 0.20 0.63 3.10 -28.70
-0.11 0.17 0.64 3.22 -21.71
0.02 0.35 0.64 3.36 -16.19
0.05 0.30 0.61 3.45 -14.78
0.13 0.14 0.57 3.54 -17.80
0.09 0.14 0.51 3.60 -27.37
0.19 0.37 0.45 3.65 -37.46
0.24 0.43 0.40 3.68 -42.22
0.09 0.43 0.36 3.71 -47.82
0.17 0.50 0.33 3.72 -49.62
0.14 0.57 0.32 3.73 -46.78
0.01 0.40 0.32 3.73 -42.51
0.05 0.09 0.33 3.72 -35.71
-0.08 0.18 0.33 3.70 -34.56
-0.56 0.16 0.34 3.70 -35.31
-0.56 0.11 0.38 3.71 -30.54
-0.47 0.11 0.40 3.72 -28.86
-0.48 0.18 0.42 3.74 -28.95
-0.47 0.31 0.41 3.77 -34.00
-0.33 0.20 0.40 3.79 -38.50
-0.41 0.13 0.41 3.82 -38.79
-0.43 0.22 0.45 3.84 -30.47
0.03 0.37 0.51 3.87 -8.97
0.37 0.36 0.53 3.87 8.75
0.73 0.31 0.51 3.84 20.96
0.93 0.21 0.44 3.78 23.09
0.75 0.20 0.38 3.69 23.33
0.41 0.30 0.33 3.60 19.28
0.40 0.35 0.28 3.48 18.92
0.38 0.36 0.25 3.37 19.00
0.00 0.39 0.22 3.27 12.75
-0.46 0.32 0.24 3.17 13.28
-0.70 0.18 0.32 3.08 26.27
-0.30 0.19 0.40 3.01 47.09
-0.13 0.29 0.39 2.93 46.90
0.09 0.27 0.33 2.85 35.16
-0.08 0.27 0.23 2.78 11.56
-0.13 0.23 0.19 2.70 -1.10
-0.22 0.22 0.16 2.64 -9.26
-0.19 0.23 0.16 2.58 -12.47
-0.06 0.26 0.15 2.53 -12.34
0.04 0.26 0.15 2.48 -10.54
0.12 0.25 0.16 2.40 -4.02
0.22 0.20 0.17 2.33 4.30
0.15 0.20 0.18 2.27 11.20
0.20 0.18 0.19 2.20 19.24
0.14 0.24 0.19 2.12 25.56
0.16 0.25 0.20 2.03 31.67
0.53 0.22 0.18 1.94 38.85
0.85 0.28 0.14 1.83 44.82
0.90 0.30 0.10 1.68 49.17
0.93 0.26 0.04 1.53 52.01
0.97 0.24 0.00 -0.20 112.40
1.14 0.23 -0.05 -0.18 111.19
1.15 0.29 -0.14 -0.20 98.61
0.94 0.31 -0.21 -0.41 94.59
0.75 0.29 -0.24 -0.63 96.39
0.91 0.27 -0.26 -0.90 105.49
1.03 0.30 -0.31 -1.18 108.13
1.02 0.26 -0.38 -1.42 101.61
0.94 0.26 -0.49 -1.67 85.53
1.04 0.26 -0.58 -1.97 72.78
1.19 0.27 -0.69 -2.23 58.36
1.28 0.25 -0.84 -2.50 30.99
1.43 0.22 -0.96 -2.77 14.71
1.40 0.19 -1.06 -3.17 4.03
1.23 0.25 -1.14 -3.44 -8.42
1.08 0.31 -1.18 -3.72 -12.31
0.92 0.35 -1.21 -3.98 -17.82
0.86 0.28 -1.26 -4.24 -29.95
0.73 0.20 -1.32 -4.53 -44.23
0.59 0.20 -1.39 -4.75 -66.01
0.25 0.21 -1.41 -4.94 -81.77
-0.22 0.19 -1.38 -5.10 -93.04
-0.49 0.34 -1.30 -5.24 -91.64
-0.66 0.41 -1.22 -5.33 -94.96
-0.58 0.41 -1.15 -5.37 -98.43
-0.58 0.31 -1.09 -5.38 -104.05
-0.66 0.29 -1.05 -5.35 -115.96
-0.85 0.29 -1.00 -5.27 -127.95
-1.07 0.19 -0.93 -5.17 -137.51
-1.08 0.08 -0.88 -5.03 -149.80
-1.20 0.06 -0.82 -4.82 -165.60
-1.68 0.14 -0.77 -4.55 -190.64
-1.92 0.21 -0.65 -4.28 -197.77
-2.00 0.29 -0.41 -3.97 -170.53
-1.79 0.18 -0.18 -3.56 -142.02
-1.04 0.27 0.03 -3.21 -104.50
-0.61 0.31 0.13 0.35 -198.84
-0.30 0.15 0.20 0.75 -184.12
-0.15 0.01 0.29 1.13 -162.53
-0.32 0.01 0.33 1.43 -153.86
-0.82 -0.06 0.43 1.73 -137.52
